syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,pos,comp_struct,nomen,comp_len,Word,stress_class
ø,ø,e,ø,ø,ø,ø,K,CK,KCK,CKCK,CCKCK,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,12,13,9,9,3,4,3,4,4,0,light,light,heavy,light,schwa,c,c,c,c,o,KC,CKC,CKCC,CK,CK,,C,C,C,C,C,C,CC,,,K,K,K,K,K,2,3,5,3,2,1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,VC,CVC,CVCC,CVC,CV,1,2,3,2,1,N,NN,T,2,Abfindungssumme,prima
ø,ø,g,ig,tig,ø,ø,C,KC,CKC,CCKC,KCCKC,noacc,ø,ab,a,ø,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,11,10,14,10,3,5,3,3,3,0,light,light,schwa,light,light,c,o,c,c,c,KC,CL,CKC,ø,CKC,,C,C,AC,C,C,,C,C,C,K,L,K,K,K,2,2,3,6,3,1,0,1,1,1,0,1,1,2,1,1,2,1,1,1,VC,CVV,CVC,CCVC,CVC,1,0,2,3,2,A,NN,F,2,abgabenpflichtig,prima
te,ø,e,te,ø,ø,ø,K,CK,KCK,CKCK,CCKCK,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCK,ø,ø,7,7,10,10,7,3,3,5,3,3,0,light,schwa,light,schwa,schwa,c,o,c,o,o,KC,CK,KC,CCK,CK,,C,,CC,C,C,,C,,,K,K,K,K,K,2,2,3,2,2,1,0,1,0,0,0,1,0,2,1,1,1,1,1,1,VC,CV,VC,ø,CV,1,1,1,2,1,N,F,T,1,Abgeordnete,prima
heit,heit,t,it,eit,heit,nheit,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,9,10,12,3,3,4,3,4,1,light,schwa,light,schwa,light,c,o,o,c,c,KC,CK,CL,CKC,CDC,,C,C,C,C,C,,,C,C,K,K,L,K,D,2,2,5,3,4,1,0,0,1,1,0,1,1,1,1,1,1,2,1,2,VC,CV,CVV,CVC,CVVC,1,1,0,2,1,N,A,T,1,Abgeschiedenheit,prima
heit,heit,t,it,eit,heit,nheit,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,7,10,12,3,3,3,3,4,1,light,schwa,light,schwa,light,c,o,o,c,c,KC,CK,CL,CKC,CDC,,C,C,C,C,C,,,C,C,K,K,L,K,D,2,2,2,3,4,1,0,0,1,1,0,1,1,1,1,1,1,2,1,2,VC,CV,CVV,CVC,CVVC,1,1,0,2,1,N,A,T,1,Abgewogenheit,prima
ø,ent,t,ø,ø,ø,ø,C,CC,KCC,ø,ø,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCL,KCLC,KCLCL,ø,6,9,9,12,10,6,4,4,6,3,1,light,light,light,light,heavy,c,o,o,o,c,K,CL,CL,CL,ø,,C,C,C,,,,,,CC,K,L,L,L,K,2,1,2,2,3,1,0,0,0,2,0,1,1,1,0,1,2,2,2,1,VC,CVV,CVV,CVV,ø,1,0,0,0,2,N,N,T,1,Abiturient,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ALCKC,ø,ø,ab,a,ø,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,14,9,9,13,3,7,4,4,4,0,light,light,light,light,schwa,c,o,o,o,c,KC,CL,CL,AL,CKC,,C,C,A,C,C,,,,C,K,L,L,L,K,2,2,2,3,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,V,V,F,1,abjudizieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ab,a,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,12,9,13,3,3,4,4,4,1,light,light,light,light,schwa,c,c,c,o,c,KC,CK,CKC,CL,CKC,,C,C,C,C,C,,C,,C,K,K,K,L,K,2,3,3,3,3,1,1,1,0,1,0,1,1,1,1,1,1,1,2,1,VC,CVC,CVC,CVV,CVC,1,2,2,0,2,V,V,F,1,abkommandieren,prima
ø,ø,n,en,ø,ø,ø,C,KC,ø,ø,ø,ø,ø,ab,a,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,10,11,11,9,3,3,3,5,4,0,light,light,schwa,light,schwa,c,c,c,o,c,KC,CKC,CKC,CD,KC,,C,C,C,,C,C,C,,C,K,K,K,D,K,2,3,3,3,2,1,1,1,0,1,0,1,1,1,0,1,1,1,2,1,VC,CVC,CVC,CVV,VC,1,2,2,0,1,V,V,F,1,abkonterfeien,prima
ø,ø,e,ø,ø,ø,ø,K,CK,LCK,CLCK,CCLCK,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,13,13,16,7,3,4,3,4,3,0,light,light,heavy,light,schwa,c,c,c,o,o,KC,CKC,ø,ø,CK,,C,A,CCC,C,C,C,CC,,,K,K,K,L,K,2,3,5,4,3,1,1,2,0,0,0,1,1,3,1,1,1,1,2,1,VC,CVC,CVCC,ø,CV,1,2,3,1,1,N,NN,T,2,Abkuerzungssprache,prima
ø,chen,n,en,hen,chen,ø,C,KC,CKC,DCKC,ø,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,13,13,11,10,3,4,3,5,3,0,light,light,heavy,light,schwa,c,c,c,o,c,KC,CKC,ø,ø,CKC,,C,A,A,C,C,C,CC,,C,K,K,K,D,K,2,3,5,3,4,1,1,2,0,1,0,1,1,1,1,1,1,1,2,1,VC,CVC,CVCC,CVV,CVC,1,2,3,0,2,N,NN,T,2,Abkuerzungszeichen,prima
ø,ø,e,ø,ø,ø,ø,K,CK,CCK,KCCK,CKCCK,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,ø,ø,acc,7,14,13,13,7,3,7,3,4,3,-1,light,light,heavy,light,schwa,c,o,c,c,o,KC,CD,CKCC,CKC,CK,,C,C,C,C,C,,CC,C,,K,D,K,K,K,2,3,5,3,2,1,0,2,1,0,0,1,1,1,1,1,2,1,1,1,VC,CVV,CVCC,CVC,CV,1,0,3,2,1,N,NN,T,2,Ableitungssilbe,prima
ø,ø,l,ø,ø,ø,ø,C,KC,CKC,CCKC,CCCKC,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,12,7,16,11,3,6,3,4,3,1,light,light,schwa,heavy,light,c,o,o,c,c,KC,CL,CK,CKCC,CKC,,C,C,C,C,C,,,CC,C,K,L,K,K,K,2,3,2,5,4,1,0,0,2,1,0,1,1,1,1,1,2,1,1,1,VC,CVV,CV,CVCC,CVC,1,0,1,3,2,N,NN,T,2,Ablieferungssoll,prima
ø,ø,a,ø,ø,ø,ø,L,CL,ø,ø,ø,ø,A,ø,A,ø,ø,ø,ø,L,LC,ø,ø,ø,ø,10,11,7,11,15,10,3,3,5,5,1,light,light,light,light,light,o,c,c,o,o,L,CCK,CK,CL,ø,,CC,C,C,CC,,,,,,L,K,K,L,L,1,3,2,2,3,0,1,1,0,0,0,2,1,1,2,2,1,1,2,2,VV,CCVC,CVC,CVV,ø,0,3,2,0,1,N,ø,T,0,Abrakadabra,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ab,a,ø,ø,ø,ø,K,KC,KCC,KCCL,ø,acc,7,10,6,9,13,3,5,6,4,4,1,light,light,light,light,schwa,c,o,c,o,c,KC,CL,K,CL,CKC,,C,,C,C,C,,,,C,K,L,K,L,K,2,2,1,3,3,1,0,1,0,1,0,1,0,1,1,1,2,1,2,1,VC,CVV,VC,CVV,CVC,1,0,1,0,2,V,V,F,1,abreagieren,prima
ø,ø,r,er,ø,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,ø,ø,acc,7,15,7,13,11,3,5,3,4,3,0,light,light,light,light,schwa,c,c,c,c,c,KC,CDC,CK,CKC,CKC,,C,C,C,C,C,C,,C,C,K,D,K,K,K,2,4,2,3,3,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,VC,CVVC,CVC,CVC,CVC,1,1,2,2,2,N,VN,T,2,Abreisskalender,prima
ø,ø,d,nd,end,ø,ø,C,CC,KCC,CKCC,LCKCC,ø,ø,ab,a,ø,ø,ø,ø,K,KC,KCC,ø,ø,acc,7,11,10,10,11,3,5,5,5,2,0,light,light,light,light,schwa,c,o,c,o,c,KC,CD,KC,CL,CKCC,,C,,C,C,C,,C,,CC,K,D,K,L,K,2,5,2,2,4,1,0,1,0,2,0,1,0,1,1,1,2,1,2,1,VC,CVV,VC,CVV,CVCC,1,0,1,0,3,A,NF,F,2,abscheuerregend,prima
ø,ø,n,en,men,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,acc,7,14,6,12,12,3,3,6,4,4,0,light,light,light,light,schwa,c,c,c,o,c,KC,CCKC,K,CCL,CKC,,CC,,CC,C,C,C,,,C,K,K,K,L,K,2,6,2,1,3,1,1,1,0,1,0,2,0,2,1,1,1,1,2,1,VC,CCVC,VC,CCVV,CVC,1,3,1,1,2,N,NN,T,2,Abschlussexamen,prima
ø,ø,e,ø,ø,ø,ø,K,CK,LCK,CLCK,CCLCK,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,acc,7,11,13,16,7,3,3,3,4,3,0,light,light,heavy,light,schwa,c,c,c,o,o,KC,CCK,CKCC,ø,CK,,CC,C,CCC,C,C,,CC,,,K,K,K,L,K,2,5,6,4,2,1,1,2,0,0,0,2,1,3,1,1,1,1,2,1,VC,CCVC,CVCC,ø,CV,1,3,3,1,1,N,NN,T,2,Abschreckungsstrafe,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,10,11,15,3,2,5,3,5,1,light,heavy,light,light,light,c,c,c,o,c,KC,CKCA,KC,CCL,CKC,,C,,CC,C,C,CA,C,,C,K,K,K,L,K,2,6,2,3,4,1,2,1,0,1,0,1,0,2,1,1,1,1,2,1,VC,CVCC,VC,CCVV,CVC,1,3,1,1,2,N,NV,T,2,Absichtserklaerung,prima
on,ø,n,on,ion,tion,ø,C,LC,LLC,ALLC,ø,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,ø,7,7,12,9,9,3,3,6,4,4,0,light,light,light,light,light,c,o,o,o,c,KC,CL,CL,AL,LC,,C,C,A,,C,,,,C,K,L,L,L,L,2,2,2,2,2,1,0,0,0,1,0,1,1,1,0,1,2,2,2,2,VC,CVV,CVV,CVV,VVC,1,0,0,0,0,N,R,T,1,Absolution,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,ø,7,7,12,10,12,3,3,6,3,4,1,light,light,light,light,light,c,o,o,c,c,KC,CL,CL,CKC,CKC,,C,C,C,C,C,,,C,C,K,L,L,K,K,2,2,2,3,3,1,0,0,1,1,0,1,1,1,1,1,2,2,1,1,VC,CVV,CVV,CVC,CVC,1,0,0,2,2,N,A,T,1,Absolutismus,paenultima
ø,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,ø,ab,a,ø,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,ø,7,7,12,10,10,3,3,6,3,3,0,light,light,light,light,light,c,o,o,c,c,KC,CL,CL,CKC,CKC,,C,C,C,C,C,,,C,C,K,L,L,K,K,2,2,2,2,6,1,0,0,1,1,0,1,1,1,1,1,2,2,1,1,VC,CVV,CVV,CVC,CVC,1,0,0,2,2,A,A,F,1,absolutistisch,paenultima
keit,keit,t,it,eit,keit,hkeit,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,10,11,13,12,3,3,3,4,4,1,light,light,schwa,light,light,c,c,c,c,c,KC,CKC,CKC,CKC,CDC,,C,C,C,C,C,C,C,C,C,K,K,K,K,D,2,3,3,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,VC,CVC,CVC,CVC,CVVC,1,2,2,2,1,N,A,T,1,Absonderlichkeit,sekunda
ø,ø,s,ø,ø,ø,ø,C,LC,CLC,KCLC,CKCLC,ø,ø,ab,a,ø,ø,ø,ø,K,KC,KCC,KCCC,ø,acc,7,16,7,7,10,3,4,3,3,3,-1,light,light,schwa,schwa,light,c,o,o,o,c,KC,ø,CK,CK,CLC,,CCC,C,C,C,C,,,,C,K,L,K,K,L,2,4,3,2,3,1,0,0,0,1,0,3,1,1,1,1,2,1,1,2,VC,ø,CV,CV,CVVC,1,1,1,1,1,A,NA,F,2,absprachegemaess,prima
ø,ø,r,er,ø,ø,ø,C,LC,CLC,CCLC,KCCLC,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCC,ø,acc,7,12,7,12,13,3,4,3,3,4,1,light,light,schwa,light,light,c,o,o,c,c,KC,ø,CK,CCKC,CLC,,CC,C,CC,C,C,,,C,C,K,D,K,K,L,2,4,2,4,4,1,0,0,1,1,0,2,1,2,1,1,2,1,1,2,VC,CCVV,CV,CCVC,CVVC,1,1,1,3,1,N,NN,T,2,Absteigequartier,prima
ø,ø,t,et,ø,ø,ø,C,KC,CKC,CCKC,LCCKC,ø,ø,ab,a,ø,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,acc,7,12,7,11,8,3,2,3,3,2,0,light,heavy,schwa,light,schwa,c,c,o,c,c,KC,ø,CK,CLC,CKC,,CC,C,C,C,C,CC,,C,C,K,L,K,L,K,2,6,2,4,3,1,2,0,1,1,0,2,1,1,1,1,2,1,2,1,VC,ø,CV,CVVC,CVC,1,2,1,1,2,A,NF,F,2,abstiegsgefaehrdet,prima
se,ø,e,se,ø,ø,ø,K,CK,CCK,KCCK,CKCCK,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,8,9,10,7,7,2,4,3,3,3,-1,heavy,light,schwa,light,schwa,c,c,c,c,o,KCC,ø,CKC,KC,CK,,A,C,,C,CC,,C,C,,K,K,K,K,K,2,4,3,3,2,2,1,1,1,0,0,1,1,0,1,1,1,1,1,1,VCC,CVC,CVC,VC,CV,2,2,2,1,1,N,NN,T,2,Abszissenachse,sekunda
ter,ø,r,er,ter,ø,ø,C,KC,CKC,DCKC,CDCKC,ø,Ab,ø,A,ø,ø,ø,ø,K,KC,KCC,ø,ø,acc,7,11,16,14,11,3,5,4,7,3,1,light,light,heavy,light,schwa,c,o,c,o,c,KC,CD,CKCC,CD,CKC,,C,C,C,C,C,,CC,,C,K,D,K,D,K,2,3,5,3,3,1,0,2,0,1,0,1,1,1,1,1,2,1,2,1,VC,CVV,CVCC,CVV,CVC,1,0,3,0,2,N,NV,T,2,Abteilungsleiter,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ab,a,ø,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,acc,7,15,11,9,13,3,3,3,4,4,0,light,heavy,light,light,schwa,c,c,c,o,c,KC,ø,CKC,CL,CKC,,CC,C,C,C,C,CC,C,,C,K,K,K,L,K,2,5,3,3,3,1,2,1,0,1,0,2,1,1,1,1,1,1,2,1,VC,ø,CVC,CVV,CVC,1,4,2,0,2,V,V,F,1,abtransportieren,prima
se,ø,e,se,ø,ø,ø,K,CK,CCK,KCCK,CKCCK,ø,A,ø,A,ø,ø,ø,ø,K,KC,KCK,KCKC,ø,ø,6,9,11,11,7,6,4,3,3,3,0,light,light,light,light,schwa,c,c,c,c,o,K,CK,CKC,CKC,CK,,C,C,C,C,,,C,C,,K,K,K,K,K,1,4,3,3,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,VC,CVC,CVC,CVC,CV,1,2,2,2,1,N,ø,T,0,Achillesferse,sekunda
ne,ø,e,ne,ø,ø,ø,K,CK,LCK,CLCK,CCLCK,ø,A,ø,A,ø,ø,ø,ø,K,KC,KCK,KCKC,ø,ø,6,9,11,7,9,6,4,3,3,4,0,light,light,light,light,schwa,c,c,c,o,o,K,CK,CKC,CL,CK,,C,C,C,C,,,C,,,K,K,K,L,K,1,4,3,3,2,1,1,1,0,0,0,1,1,1,1,1,1,1,2,1,VC,CVC,CVC,CVV,CV,1,2,2,0,1,N,ø,T,0,Achillessehne,sekunda
ø,ø,e,ie,ø,ø,ø,L,CL,ø,ø,ø,ø,A,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,ø,6,11,9,7,10,6,3,4,3,3,0,light,light,light,light,light,c,o,c,c,o,K,CCL,CK,CK,ø,,CC,C,C,CC,,,,,,K,L,K,K,L,1,4,2,3,3,1,0,1,1,0,0,2,1,1,2,1,2,1,1,2,VC,CCVV,CVC,CVC,ø,1,1,2,2,1,N,ø,T,0,Achromatopsie,ultima
ø,ø,r,er,ø,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ø,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,7,10,9,15,11,3,3,4,5,3,1,light,schwa,light,light,schwa,c,c,o,c,c,KC,CKC,AL,CKC,CKC,,C,A,C,C,C,C,,C,C,K,K,L,K,K,3,3,2,3,3,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,VC,CVC,CVV,CVC,CVC,1,2,0,2,2,N,NN,T,2,Achsenzylinder,prima
ter,ø,r,er,ter,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,A,ø,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,ø,8,9,10,9,11,2,4,5,4,3,0,heavy,light,light,light,schwa,c,o,o,o,c,KCC,CL,CL,CL,CKC,,C,C,C,C,CC,,,,C,K,L,L,L,K,4,2,2,2,3,2,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VCC,CVV,CVV,CVV,CVC,2,0,0,0,2,N,NN,T,2,Achskilometer,prima
ø,ø,e,ø,ø,ø,ø,K,CK,CCK,KCCK,CKCCK,ø,ø,ø,A,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,8,7,12,13,7,2,3,4,4,3,0,heavy,light,light,light,schwa,c,c,c,c,o,KCC,ø,CKC,CKC,CK,,A,C,C,C,CC,,C,C,,K,K,K,K,K,4,4,3,3,2,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,VCC,CVC,CVC,CVC,CV,2,2,2,2,1,N,ø,T,2,Achtpfennigmarke,sekunda
ø,ø,d,nd,end,ø,ø,C,CC,KCC,CKCC,LCKCC,ø,ø,ø,a,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,7,12,7,9,11,3,4,3,4,2,0,light,light,schwa,light,schwa,c,c,o,o,c,KC,CKC,CK,CL,CKCC,,C,C,C,C,C,C,,,CC,K,K,K,L,K,3,4,2,3,4,1,1,0,0,2,0,1,1,1,1,1,1,1,2,1,VC,CVC,CV,CVV,CVCC,1,2,1,0,3,A,NA,F,2,achtunggebietend,prima
