syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,pos,comp_struct,nomen,comp_len,Word,stress_class
heit,heit,t,it,eit,heit,nheit,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,Ab,Abg,Abge,Abgew,K,KC,KCC,KCCK,KCCKC,ø,7,7,7,10,12,3,3,3,3,4,1,light,schwa,light,schwa,light,c,o,o,c,c,KC,CK,CL,CKC,CDC,,C,C,C,C,C,,,C,C,K,K,L,K,D,2,2,2,3,4,1,0,0,1,1,0,1,1,1,1,1,1,2,1,2,VC,CV,CVV,CVC,CVVC,1,1,0,2,1,N,A,T,1,Abgewogenheit,prima
ent,ent,t,nt,ent,ient,rient,C,CC,KCC,LKCC,CLKCC,ø,Ab,ø,A,Ab,Abi,Abit,Abitu,K,KC,KCL,KCLC,KCLCL,ø,6,9,9,12,10,6,4,4,6,3,1,light,light,light,light,heavy,c,o,o,o,c,K,CL,CL,CL,KCC,,C,C,C,,,,,,CC,K,L,L,L,K,2,1,2,2,3,1,0,0,0,2,0,1,1,1,0,1,2,2,2,1,VC,CVV,CVV,CVV,VCC,1,0,0,0,2,N,N,T,1,Abiturient,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ALCKC,ø,ab,ab,a,ab,abj,abju,abjud,K,KC,KCC,KCCL,KCCLC,acc,7,14,9,9,13,3,7,4,4,4,0,light,light,light,light,schwa,c,o,o,o,c,KC,CL,CL,AL,CKC,,C,C,A,C,C,,,,C,K,L,L,L,K,2,2,2,3,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,V,V,F,1,abjudizieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abk,abko,abkom,K,KC,KCC,KCCK,KCCKC,acc,7,7,12,9,13,3,3,4,4,4,1,light,light,light,light,schwa,c,c,c,o,c,KC,CK,CKC,CL,CKC,,C,C,C,C,C,,C,,C,K,K,K,L,K,2,3,3,3,3,1,1,1,0,1,0,1,1,1,1,1,1,1,2,1,VC,CVC,CVC,CVV,CVC,1,2,2,0,2,V,V,F,1,abkommandieren,prima
en,ø,n,en,ien,eien,feien,C,KC,DKC,CDKC,CCDKC,ø,ab,ab,a,ab,abk,abko,abkon,K,KC,KCC,KCCK,KCCKC,acc,7,10,11,11,9,3,3,3,5,4,0,light,light,schwa,light,schwa,c,c,c,o,c,KC,CKC,CKC,CD,KC,,C,C,C,,C,C,C,,C,K,K,K,D,K,2,3,3,3,2,1,1,1,0,1,0,1,1,1,0,1,1,1,2,1,VC,CVC,CVC,CVV,VC,1,2,2,0,1,V,V,F,1,abkonterfeien,prima
bra,ø,a,ra,bra,abra,dabra,L,CL,CCL,LCCL,CLCCL,ø,A,ø,A,Ab,Abr,Abra,Abrak,L,LC,LCC,LCCK,LCCKC,ø,10,11,7,11,15,10,3,3,5,5,1,light,light,light,light,light,o,c,c,o,o,L,CCK,CK,CL,CCL,,CC,C,C,CC,,,,,,L,K,K,L,L,1,3,2,2,3,0,1,1,0,0,0,2,1,1,2,2,1,1,2,2,VV,CCVC,CVC,CVV,CCVV,0,3,2,0,1,N,ø,T,0,Abrakadabra,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abr,abre,abrea,K,KC,KCC,KCCL,KCCLK,acc,7,10,6,9,13,3,5,6,4,4,1,light,light,light,light,schwa,c,o,c,o,c,KC,CL,K,CL,CKC,,C,,C,C,C,,,,C,K,L,K,L,K,2,2,1,3,3,1,0,1,0,1,0,1,0,1,1,1,2,1,2,1,VC,CVV,VC,CVV,CVC,1,0,1,0,2,V,V,F,1,abreagieren,prima
on,ø,n,on,ion,tion,ution,C,LC,LLC,ALLC,LALLC,ø,Ab,ø,A,Ab,Abs,Abso,Absol,K,KC,KCC,KCCL,KCCLC,ø,7,7,12,9,9,3,3,6,4,4,0,light,light,light,light,light,c,o,o,o,c,KC,CL,CL,AL,LC,,C,C,A,,C,,,,C,K,L,L,L,L,2,2,2,2,2,1,0,0,0,1,0,1,1,1,0,1,2,2,2,2,VC,CVV,CVV,CVV,VVC,1,0,0,0,0,N,R,T,1,Absolution,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Ab,ø,A,Ab,Abs,Abso,Absol,K,KC,KCC,KCCL,KCCLC,ø,7,7,12,10,12,3,3,6,3,4,1,light,light,light,light,light,c,o,o,c,c,KC,CL,CL,CKC,CKC,,C,C,C,C,C,,,C,C,K,L,L,K,K,2,2,2,3,3,1,0,0,1,1,0,1,1,1,1,1,2,2,1,1,VC,CVV,CVV,CVC,CVC,1,0,0,2,2,N,A,T,1,Absolutismus,paenultima
stisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,abs,abso,absol,K,KC,KCC,KCCL,KCCLC,ø,7,7,12,10,10,3,3,6,3,3,0,light,light,light,light,light,c,o,o,c,c,KC,CL,CL,CKC,CKC,,C,C,C,C,C,,,C,C,K,L,L,K,K,2,2,2,2,6,1,0,0,1,1,0,1,1,1,1,1,2,2,1,1,VC,CVV,CVV,CVC,CVC,1,0,0,2,2,A,A,F,1,absolutistisch,paenultima
keit,keit,t,it,eit,keit,hkeit,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,Ab,Abs,Abso,Abson,K,KC,KCC,KCCK,KCCKC,acc,7,10,11,13,12,3,3,3,4,4,1,light,light,schwa,light,light,c,c,c,c,c,KC,CKC,CKC,CKC,CDC,,C,C,C,C,C,C,C,C,C,K,K,K,K,D,2,3,3,4,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,VC,CVC,CVC,CVC,CVVC,1,2,2,2,1,N,A,T,1,Absonderlichkeit,sekunda
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abt,abtr,abtra,K,KC,KCC,KCCC,KCCCK,acc,7,15,11,9,13,3,3,3,4,4,0,light,heavy,light,light,schwa,c,c,c,o,c,KC,CCKCC,CKC,CL,CKC,,CC,C,C,C,C,CC,C,,C,K,K,K,L,K,2,5,3,3,3,1,2,1,0,1,0,2,1,1,1,1,1,1,2,1,VC,CCVCC,CVC,CVV,CVC,1,4,2,0,2,V,V,F,1,abtransportieren,prima
se,ø,e,se,rse,erse,ferse,K,CK,CCK,KCCK,CKCCK,ø,A,ø,A,Ac,Ach,Achi,Achil,K,KC,KCK,KCKC,KCKCK,ø,6,9,11,11,7,6,4,3,3,3,0,light,light,light,light,schwa,c,c,c,c,o,K,CK,CKC,CKC,CK,,C,C,C,C,,,C,C,,K,K,K,K,K,1,4,3,3,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,VC,CVC,CVC,CVC,CV,1,2,2,2,1,N,ø,T,0,Achillesferse,sekunda
ne,ø,e,ne,hne,ehne,sehne,K,CK,LCK,CLCK,CCLCK,ø,A,ø,A,Ac,Ach,Achi,Achil,K,KC,KCK,KCKC,KCKCK,ø,6,9,11,7,9,6,4,3,3,4,0,light,light,light,light,schwa,c,c,c,o,o,K,CK,CKC,CL,CK,,C,C,C,C,,,C,,,K,K,K,L,K,1,4,3,3,2,1,1,1,0,0,0,1,1,1,1,1,1,1,2,1,VC,CVC,CVC,CVV,CV,1,2,2,0,1,N,ø,T,0,Achillessehne,sekunda
sie,ø,e,ie,sie,psie,opsie,L,CL,CCL,KCCL,CKCCL,ø,A,ø,A,Ac,Ach,Achr,Achro,K,KC,KCC,KCCL,KCCLC,ø,6,11,9,7,10,6,3,4,3,3,0,light,light,light,light,light,c,o,c,c,o,K,CCL,CK,CK,CCL,,CC,C,C,CC,,,,,,K,L,K,K,L,1,4,2,3,3,1,0,1,1,0,0,2,1,1,2,1,2,1,1,2,VC,CCVV,CVC,CVC,CCVV,1,1,2,2,1,N,ø,T,0,Achromatopsie,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,A,ø,A,Ad,Ada,Adap,Adapt,K,KC,KCK,KCKC,KCKCC,ø,6,8,7,9,9,6,2,3,4,4,0,light,light,light,light,light,c,c,c,o,c,K,CKC,CK,AL,LC,,C,C,A,,,C,,,C,K,K,K,L,L,1,3,2,2,2,1,1,1,0,1,0,1,1,1,0,1,1,1,2,2,VC,CVC,CVC,CVV,VVC,1,2,2,0,0,N,R,T,1,Adaptation,ultima
nal,ø,l,al,nal,onal,ional,C,LC,CLC,LCLC,LLCLC,ø,ad,ø,a,ad,add,addi,addit,K,KC,KCL,KCLA,KCLAL,ø,6,9,9,6,17,6,4,4,6,5,1,light,light,light,light,light,c,o,o,o,c,K,CL,AL,L,CLC,,C,A,,C,,,,,C,K,L,L,L,L,2,2,2,1,3,1,0,0,0,1,0,1,1,0,1,1,2,2,2,2,VC,CVV,CVV,VV,CVVC,1,0,0,0,1,A,N,F,1,additional,paenultima
t3s,ø,s,es,oes,toes,atoes,C,LC,CLC,KCLC,CKCLC,ø,a,ø,a,ad,ade,aden,adeno,K,KC,KCL,KCLC,KCLCL,ø,6,7,9,9,8,6,3,4,4,2,0,light,light,light,light,light,c,o,o,c,c,K,CL,CL,CK,CLC,,C,C,C,C,,,,,C,K,L,L,K,L,1,2,2,2,3,1,0,0,1,1,0,1,1,1,1,1,2,2,1,2,VC,CVV,CVV,CVC,CVVC,1,0,0,2,1,A,ø,F,0,adenomatoes,ultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,ø,a,ø,a,ad,adi,adia,adiab,K,KC,KCL,KCLK,KCLKC,ø,6,9,6,11,10,6,4,6,5,3,1,light,light,light,light,light,c,o,c,o,c,K,CL,K,CL,CKC,,C,,C,C,,,,,C,K,L,K,L,K,1,2,1,2,5,1,0,1,0,1,0,1,0,1,1,1,2,1,2,1,VC,CVV,VC,CVV,CVC,1,0,1,0,2,A,ø,F,0,adiabatisch,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ALCKC,ø,ad,ø,a,ad,adj,adju,adjud,K,KC,KCC,KCCL,KCCLC,ø,7,14,9,9,13,3,7,4,4,4,0,light,light,light,light,schwa,c,o,o,o,c,KC,CL,CL,AL,CKC,,C,C,A,C,C,,,,C,K,L,L,L,K,2,2,2,3,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,V,R,F,1,adjudizieren,paenultima
tiv,ø,v,iv,tiv,ativ,rativ,C,LC,CLC,KCLC,CKCLC,ø,ad,ø,a,ad,adm,admi,admin,K,KC,KCC,KCCL,KCCLC,ø,7,11,12,11,10,3,5,4,3,3,0,light,light,light,light,light,c,o,c,c,c,KC,CL,CKC,CCK,CLC,,C,C,CC,C,C,,C,,C,K,L,K,K,L,2,2,2,4,3,1,0,1,1,1,0,1,1,2,1,1,2,1,1,2,VC,CVV,CVC,CCVC,CVVC,1,0,2,3,1,A,R,F,1,administrativ,ultima
tor,ø,r,or,tor,ator,rator,C,KC,CKC,LCKC,CLCKC,ø,Ad,ø,A,Ad,Adm,Admi,Admin,K,KC,KCC,KCCL,KCCLC,ø,7,11,12,15,11,3,5,4,5,3,1,light,light,light,light,light,c,o,c,o,c,KC,CL,CKC,CCL,CKC,,C,C,CC,C,C,,C,,C,K,L,K,L,K,2,2,2,4,3,1,0,1,0,1,0,1,1,2,1,1,2,1,2,1,VC,CVV,CVC,CCVV,CVC,1,0,2,1,2,N,R,T,1,Administrator,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ad,ø,a,ad,adm,admi,admin,K,KC,KCC,KCCL,KCCLC,ø,7,11,12,13,13,3,5,4,4,4,1,light,light,light,light,schwa,c,o,c,o,c,KC,CL,CKC,CCL,CKC,,C,C,CC,C,C,,C,,C,K,L,K,L,K,2,2,2,5,3,1,0,1,0,1,0,1,1,2,1,1,2,1,2,1,VC,CVV,CVC,CCVV,CVC,1,0,2,1,2,V,R,F,1,administrieren,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Ad,ø,A,Ad,Adm,Admi,Admir,K,KC,KCC,KCCL,KCCLC,ø,7,11,10,12,8,3,5,5,6,2,0,light,light,light,light,light,c,o,c,o,c,KC,CL,CK,CL,CLC,,C,C,C,C,C,,,,C,K,L,K,L,L,2,2,2,2,3,1,0,1,0,1,0,1,1,1,1,1,2,1,2,2,VC,CVV,CVC,CVV,CVVC,1,0,2,0,1,N,N,T,1,Admiralitaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,A,ø,A,Ad,Ado,Ador,Adora,K,KC,KCL,KCLC,KCLCK,ø,6,7,10,9,9,6,3,5,4,4,0,light,light,light,light,light,c,o,c,o,c,K,CL,CK,AL,LC,,C,C,A,,,,,,C,K,L,K,L,L,1,2,2,2,2,1,0,1,0,1,0,1,1,1,0,1,2,1,2,2,VC,CVV,CVC,CVV,VVC,1,0,2,0,0,N,R,T,1,Adoration,ultima
er,er,r,er,ier,bier,obier,C,KC,LKC,CLKC,LCLKC,ø,9,ø,A,Ae,Aer,Aero,Aerob,K,KL,KLC,KLCL,KLCLC,ø,6,6,10,9,10,6,6,5,4,5,1,heavy,light,light,light,schwa,o,o,o,o,c,K,L,CL,CL,KC,,,C,C,,,,,,C,K,L,L,L,K,1,1,2,2,2,0,0,0,0,1,0,0,1,1,0,1,2,2,2,1,V,VV,CVV,CVV,VC,0,0,0,0,1,N,A,T,1,Aerobier,antepaenultima
ont,ø,t,nt,ont,iont,biont,C,CC,KCC,LKCC,CLKCC,ø,9,ø,A,Ae,Aer,Aero,Aerob,K,KL,KLC,KLCL,KLCLC,ø,6,6,10,9,10,6,6,5,4,3,1,heavy,light,light,light,heavy,o,o,o,o,c,K,L,CL,CL,KCC,,,C,C,,,,,,CC,K,L,L,L,K,1,1,2,2,3,0,0,0,0,2,0,0,1,1,0,1,2,2,2,1,V,VV,CVV,CVV,VCC,0,0,0,0,2,N,ø,T,0,Aerobiont,ultima
gie,ø,e,ie,gie,ogie,logie,L,CL,LCL,CLCL,LCLCL,ø,9,ø,A,Ae,Aer,Aero,Aerol,K,KL,KLC,KLCL,KLCLC,ø,6,6,10,10,9,6,6,5,5,4,1,heavy,light,light,light,light,o,o,o,o,o,K,L,CL,CL,CL,,,C,C,C,,,,,,K,L,L,L,L,1,1,2,2,3,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,V,VV,CVV,CVV,CVV,0,0,0,0,0,N,ø,T,0,Aerologie,ultima
ter,ø,r,er,ter,eter,meter,C,KC,CKC,LCKC,CLCKC,ø,9,ø,A,Ae,Aer,Aero,Aerom,K,KL,KLC,KLCL,KLCLC,ø,6,6,10,9,11,6,6,5,4,3,1,heavy,light,light,light,schwa,o,o,o,o,c,K,L,CL,CL,CKC,,,C,C,C,,,,,C,K,L,L,L,K,1,1,2,2,3,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,V,VV,CVV,CVV,CVC,0,0,0,0,2,N,N,T,1,Aerometer,paenultima
tik,ø,k,ik,tik,utik,autik,C,KC,CKC,DCKC,CDCKC,noacc,9,ø,A,Ae,Aer,Aero,Aeron,K,KL,KLC,KLCL,KLCLC,ø,6,6,10,13,10,6,6,5,6,3,1,heavy,light,light,light,light,o,o,o,o,c,K,L,CL,CD,CKC,,,C,C,C,,,,,C,K,L,L,D,K,1,1,2,3,3,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,V,VV,CVV,CVV,CVC,0,0,0,0,2,N,N,T,1,Aeronautik,paenultima
tik,ø,k,ik,tik,atik,tatik,C,KC,CKC,LCKC,CLCKC,noacc,9,ø,A,Ae,Aer,Aero,Aeros,K,KL,KLC,KLCL,KLCLC,ø,6,6,10,12,10,6,6,5,4,3,1,heavy,light,light,light,light,o,o,o,o,c,K,L,CL,CCL,CKC,,,C,CC,C,,,,,C,K,L,L,L,K,1,1,2,3,3,0,0,0,0,1,0,0,1,2,1,1,2,2,2,1,V,VV,CVV,CCVV,CVC,0,0,0,1,2,N,N,T,1,Aerostatik,paenultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,ø,1,ø,a,ae,aer,aero,aeros,K,KL,KLC,KLCL,KLCLC,ø,6,6,10,12,10,6,6,5,4,3,1,heavy,light,light,light,light,o,o,o,o,c,K,L,CL,CCL,CKC,,,C,CC,C,,,,,C,K,L,L,L,K,1,1,2,3,5,0,0,0,0,1,0,0,1,2,1,1,2,2,2,1,V,VV,CVV,CCVV,CVC,0,0,0,1,2,A,R,F,1,aerostatisch,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Af,ø,A,Af,Aff,Affe,Affek,K,KC,KCK,KCKC,KCKCC,ø,6,8,7,9,9,6,2,3,4,4,0,light,light,light,light,light,c,c,c,o,c,K,CKC,CK,AL,LC,,C,C,A,,,C,,,C,K,K,K,L,L,2,3,2,2,2,1,1,1,0,1,0,1,1,1,0,1,1,1,2,2,VC,CVC,CVC,CVV,VVC,1,2,2,0,0,N,N,T,1,Affektation,ultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Af,ø,A,Af,Aff,Affe,Affek,K,KC,KCK,KCKC,KCKCC,ø,6,8,9,9,8,6,2,4,4,2,0,light,light,light,light,light,c,c,o,o,c,K,CKC,CL,CL,CLC,,C,C,C,C,,C,,,C,K,K,L,L,L,2,3,2,2,3,1,1,0,0,1,0,1,1,1,1,1,1,2,2,2,VC,CVC,CVV,CVV,CVVC,1,2,0,0,1,N,A,T,1,Affektivitaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Af,ø,A,Af,Aff,Affi,Affir,K,KC,KCK,KCKC,KCKCC,ø,6,13,9,9,9,6,4,4,4,4,0,light,light,light,light,light,c,c,c,o,c,K,CKC,CK,AL,LC,,C,C,A,,,C,,,C,K,K,K,L,L,2,3,2,2,2,1,1,1,0,1,0,1,1,1,0,1,1,1,2,2,VC,CVC,CVC,CVV,VVC,1,2,2,0,0,N,R,T,1,Affirmation,ultima
stik,ø,k,ik,tik,stik,istik,C,KC,CKC,CCKC,KCCKC,ø,A,ø,A,Af,Afr,Afri,Afrik,K,KC,KCC,KCCL,KCCLC,ø,6,13,7,12,10,6,4,3,4,3,0,light,light,light,light,light,c,o,c,c,c,K,CCL,CK,CKC,CKC,,CC,C,C,C,,,,C,C,K,L,K,K,K,1,3,2,2,4,1,0,1,1,1,0,2,1,1,1,1,2,1,1,1,VC,CCVV,CVC,CVC,CVC,1,1,2,2,2,N,R,T,1,Afrikanistik,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ag,ø,a,ag,agg,aggl,agglo,K,KC,KCC,KCCL,KCCLC,ø,6,11,9,12,13,6,3,4,6,4,1,light,light,light,light,schwa,c,o,o,o,c,K,CCL,CL,CL,CKC,,CC,C,C,C,,,,,C,K,L,L,L,K,2,3,2,3,3,1,0,0,0,1,0,2,1,1,1,1,2,2,2,1,VC,CCVV,CVV,CVV,CVC,1,1,0,0,2,V,R,F,1,agglomerieren,paenultima
