syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority_ratio0,sonority_ratio1,sonority_dir,syl_weight0,syl_weight1,syl_open0,syl_open1,syl_phoncat0,syl_phoncat1,onset_phoncat0,onset_phoncat1,koda_phoncat0,koda_phoncat1,nucleus_phoncat0,nucleus_phoncat1,syl_len0,syl_len1,koda_len0,koda_len1,onset_len0,onset_len1,nucleus_len0,nucleus_len1,syl_cv0,syl_cv1,cv_ratio0,cv_ratio1,pos,comp_struct,nomen,comp_len,Word,stress_class
sten,ø,n,en,ten,sten,nsten,C,KC,CKC,CCKC,CCCKC,d2n,ø,d,du,due,duen,duens,C,CK,CKC,CKCC,CKCCC,12,11,4,2,0,light,schwa,c,c,CKC,CCKC,C,CC,C,C,K,K,3,4,1,1,1,2,1,1,CVC,CCVC,2,3,V,V,F,1,duensten,paenultima
sten,ø,n,en,ten,sten,osten,C,KC,CKC,CCKC,KCCKC,fro,ø,f,fr,fro,fros,frost,C,CC,CCK,CCKC,CCKCC,12,10,3,3,-1,light,schwa,c,c,CCKC,CKC,CC,C,C,C,K,K,3,4,1,1,2,1,1,1,CCVC,CVC,3,2,V,V,F,1,frosten,paenultima
nen,ø,n,en,nen,hnen,ehnen,C,KC,CKC,LCKC,CLCKC,l3h,ø,l,lo,loe,loeh,loehn,C,CL,CLC,CLCK,CLCKC,10,12,5,4,1,light,schwa,o,c,CL,CKC,C,C,?,C,L,K,3,3,0,1,1,1,2,1,CVV,CVC,0,2,V,N,F,1,loehnen,paenultima
ze,ø,e,ze,tze,atze,latze,K,AK,KAK,CKAK,CCKAK,Glat,ø,G,Gl,Gla,Glat,Glatz,C,CC,CCK,CCKA,CCKAK,11,7,3,3,-2,light,schwa,c,o,CCK,AK,CC,A,?,?,K,K,4,2,1,0,2,1,1,1,CCVC,CV,3,1,N,N,T,1,Glatze,paenultima
chen,chen,n,en,hen,chen,tchen,C,KC,CKC,CCKC,KCCKC,St1dt,ø,S,St,Sta,Stae,Staed,C,CC,CCK,CCKC,CCKCC,9,10,2,3,1,light,schwa,c,c,CCKC,CKC,CC,C,C,C,K,K,5,4,1,1,2,1,1,1,CCVC,CVC,3,2,N,N,T,1,Staedtchen,paenultima
tern,ø,n,rn,ern,tern,ttern,C,CC,KCC,CKCC,KCKCC,fut,ø,f,fu,fut,futt,futte,C,CK,CKC,CKCK,CKCKC,9,14,4,3,3,light,schwa,c,c,CK,CKCC,C,C,?,CC,K,K,3,4,1,2,1,1,1,1,CVC,CVCC,2,3,V,N,F,1,futtern,paenultima
schmack,ø,k,ck,ack,mack,hmack,C,KC,CKC,CCKC,KCCKC,Ge,ø,G,Ge,Ges,Gesc,Gesch,C,CK,CKC,CKCC,CKCCK,7,11,3,2,2,schwa,light,o,c,CK,CCKC,C,CC,?,C,K,K,2,7,0,1,1,2,1,1,CV,CCVC,1,3,N,V,T,1,Geschmack,ultima
ben,ø,n,en,ben,rben,arben,C,KC,CKC,CCKC,KCCKC,nar,ø,n,na,nar,narb,narbe,C,CK,CKC,CKCC,CKCCK,13,10,4,3,-1,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,V,N,F,1,narben,paenultima
baum,ø,m,um,aum,baum,bbaum,C,DC,CDC,CCDC,DCCDC,Laub,ø,L,La,Lau,Laub,Laubb,C,CD,CDC,CDCC,CDCCD,15,14,5,4,0,light,light,c,c,CDC,CDC,C,C,C,C,D,D,4,4,1,1,1,1,2,2,CVVC,CVVC,1,1,N,NN,T,2,Laubbaum,paenultima
schmitzt,ø,t,zt,tzt,itzt,mitzt,C,AC,KAC,CKAC,CCKAC,ver,ver,v,ve,ver,vers,versc,C,CK,CKC,CKCC,CKCCC,11,14,3,2,2,light,heavy,c,c,CKC,CCKAC,C,CC,C,AC,K,K,3,8,1,2,1,2,1,1,CVC,CCVCC,2,4,A,A,F,1,verschmitzt,ultima
bar,bar,r,ar,bar,dbar,ndbar,C,LC,CLC,CCLC,CCCLC,z2nd,ø,z,zu,zue,zuen,zuend,A,AK,AKC,AKCC,AKCCC,13,15,3,5,1,heavy,light,c,c,AKCC,CLC,A,C,CC,C,K,L,4,3,2,1,1,1,1,2,CVCC,CVVC,3,1,A,V,F,1,zuendbar,paenultima
thyl,ø,l,yl,hyl,thyl,ethyl,C,LC,CLC,LCLC,CLCLC,Me,ø,M,Me,Met,Meth,Methy,C,CL,CLC,CLCL,CLCLC,9,13,4,4,2,light,light,o,c,CL,CLC,C,C,?,C,L,L,2,4,0,1,1,1,2,2,CVV,CVVC,0,1,N,N,T,1,Methyl,ultima
nig,ø,g,ig,nig,unig,eunig,C,KC,CKC,DCKC,CDCKC,schleu,ø,s,sc,sch,schl,schle,C,CC,CCD,CCDC,CCDCK,15,12,5,4,-1,light,light,o,c,CCD,CKC,CC,C,?,C,D,K,6,3,0,1,2,1,2,1,CCVV,CVC,1,2,A,A,F,1,schleunig,paenultima
chef,ø,f,ef,hef,chef,schef,C,KC,CKC,LCKC,CLCKC,Sous,ø,S,So,Sou,Sous,Sousc,C,CL,CLC,CLCK,CLCKC,9,8,4,2,0,light,light,o,c,CL,CKC,C,C,?,C,L,K,4,4,0,1,1,1,2,1,CVV,CVC,0,2,N,ø,T,0,Souschef,paenultima
sus,ø,s,us,sus,psus,apsus,C,KC,CKC,CCKC,KCCKC,Lap,ø,L,La,Lap,Laps,Lapsu,C,CK,CKC,CKCC,CKCCK,11,10,3,3,0,light,light,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,ø,T,0,Lapsus,paenultima
tag,ø,g,ag,tag,rtag,ortag,C,LC,CLC,CCLC,LCCLC,Vor,ø,V,Vo,Vor,Vort,Vorta,C,CL,CLC,CLCC,CLCCL,11,12,3,4,1,light,light,c,c,CLC,CLC,C,C,C,C,L,L,3,3,1,1,1,1,2,2,CVVC,CVVC,1,1,N,PN,T,2,Vortag,paenultima
sell,ø,l,ll,ell,sell,esell,C,KC,CKC,KCKC,CKCKC,Ge,ø,G,Ge,Ges,Gese,Gesel,C,CK,CKC,CKCK,CKCKC,7,11,3,3,2,schwa,light,o,c,CK,CKC,C,C,?,C,K,K,2,4,0,1,1,1,1,1,CV,CVC,1,2,N,N,T,1,Gesell,ultima
xin,ø,n,in,xin,uxin,Auxin,C,LC,CLC,CCLC,DCCLC,Au,ø,A,Au,Aux,Auxi,Auxin,D,DC,DCC,DCCL,DCCLC,10,13,10,3,2,light,light,o,c,D,CCLC,?,CC,?,C,D,L,2,3,0,1,0,2,2,2,VV,CCVVC,0,1,N,ø,T,0,Auxin,ultima
per,ø,r,er,per,pper,apper,C,KC,CKC,KCKC,CKCKC,Klap,ø,K,Kl,Kla,Klap,Klapp,C,CC,CCK,CCKC,CCKCK,11,11,3,3,0,light,schwa,c,c,CCK,CKC,CC,C,?,C,K,K,4,3,1,1,2,1,1,1,CCVC,CVC,3,2,N,V,T,1,Klapper,paenultima
tel,ø,l,el,tel,rtel,ertel,C,KC,CKC,CCKC,KCCKC,M3r,ø,M,Mo,Moe,Moer,Moert,C,CK,CKC,CKCC,CKCCK,13,11,4,3,-1,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,N,T,1,Moertel,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,St3,ø,S,St,Sto,Stoe,Stoer,C,CC,CCL,CCLC,CCLCK,8,15,2,5,4,light,light,o,c,CCL,CKC,CC,C,?,C,L,K,3,4,0,1,2,1,2,1,CCVV,CVC,1,2,N,V,T,1,Stoerung,paenultima
men,ø,n,en,men,umen,eumen,C,KC,CKC,DCKC,CDCKC,s1u,ø,s,sa,sae,saeu,saeum,C,CD,CDC,CDCK,CDCKC,11,12,5,4,1,light,schwa,o,c,CD,CKC,C,C,?,C,D,K,3,3,0,1,1,1,2,1,CVV,CVC,0,2,V,N,F,1,saeumen,paenultima
dern,ø,n,rn,ern,dern,udern,C,CC,KCC,CKCC,DCKCC,zau,ø,z,za,zau,zaud,zaude,A,AD,ADC,ADCK,ADCKC,11,14,5,3,2,light,schwa,o,c,AD,CKCC,A,C,?,CC,D,K,3,4,0,2,1,1,2,1,CVV,CVCC,0,3,V,V,F,1,zaudern,paenultima
nen,ø,n,en,nen,inen,einen,C,KC,CKC,DCKC,CDCKC,lei,ø,l,le,lei,lein,leine,C,CD,CDC,CDCK,CDCKC,14,12,7,4,-1,light,schwa,o,c,CD,CKC,C,C,?,C,D,K,3,3,0,1,1,1,2,1,CVV,CVC,0,2,V,N,F,1,leinen,paenultima
hang,ø,g,ng,ang,hang,dhang,C,KC,CKC,CCKC,LCCKC,S2d,ø,S,Su,Sue,Sued,Suedh,C,CL,CLC,CLCC,CLCCK,10,10,3,3,0,light,light,c,c,CLC,CKC,C,C,C,C,L,K,3,4,1,1,1,1,2,1,CVVC,CVC,1,2,N,NN,T,2,Suedhang,paenultima
fig,ø,g,ig,fig,ffig,affig,C,KC,CKC,KCKC,ø,af,ø,a,af,aff,affi,affig,K,KC,KCK,KCKC,ø,6,10,6,3,2,light,light,c,c,K,CKC,?,C,?,C,K,K,2,3,1,1,0,1,1,1,VC,CVC,1,2,A,N,F,1,affig,paenultima
ort,ø,t,rt,ort,rort,orort,C,CC,KCC,CKCC,LCKCC,Vor,ø,V,Vo,Vor,Voro,Voror,C,CL,CLC,CLCK,CLCKC,11,11,3,3,0,light,heavy,c,c,CLC,KCC,C,?,C,CC,L,K,3,3,1,2,1,0,2,1,CVVC,VCC,1,2,N,PN,T,2,Vorort,paenultima
sen,ø,n,en,sen,esen,Wesen,C,KC,CKC,LCKC,CLCKC,We,ø,W,We,Wes,Wese,Wesen,C,CL,CLC,CLCK,CLCKC,7,10,3,3,2,light,schwa,o,c,CL,CKC,C,C,?,C,L,K,2,3,0,1,1,1,2,1,CVV,CVC,0,2,N,N,T,1,Wesen,paenultima
saal,ø,l,al,aal,saal,zsaal,C,LC,CLC,ACLC,CACLC,Tanz,ø,T,Ta,Tan,Tanz,Tanzs,C,CK,CKC,CKCA,CKCAC,11,15,2,5,2,heavy,light,c,c,CKCA,CLC,C,C,CA,C,K,L,4,4,2,1,1,1,1,2,CVCC,CVVC,3,1,N,VN,T,2,Tanzsaal,paenultima
tel,ø,l,el,tel,utel,Tutel,C,LC,CLC,LCLC,CLCLC,Tu,ø,T,Tu,Tut,Tute,Tutel,C,CL,CLC,CLCL,CLCLC,9,11,4,3,1,light,light,o,c,CL,CLC,C,C,?,C,L,L,2,3,0,1,1,1,2,2,CVV,CVVC,0,1,N,ø,T,0,Tutel,ultima
nen,ø,n,en,nen,inen,einen,C,KC,CKC,DCKC,CDCKC,wei,ø,w,we,wei,wein,weine,C,CD,CDC,CDCK,CDCKC,11,12,5,4,1,light,schwa,o,c,CD,CKC,C,C,?,C,D,K,3,3,0,1,1,1,2,1,CVV,CVC,0,2,V,V,F,1,weinen,paenultima
ma,ø,a,ma,gma,igma,tigma,L,CL,CCL,KCCL,CKCCL,Stig,ø,S,St,Sti,Stig,Stigm,C,CC,CCK,CCKC,CCKCC,10,14,3,4,2,light,light,c,o,CCK,CCL,CC,CC,?,?,K,L,4,2,1,0,2,2,1,2,CCVC,CCVV,3,1,N,ø,T,0,Stigma,paenultima
cheln,ø,n,ln,eln,heln,cheln,C,CC,KCC,CKCC,KCKCC,a,ø,a,ac,ach,ache,achel,K,KC,KCK,KCKC,KCKCC,6,14,6,3,4,light,schwa,c,c,K,CKCC,?,C,?,CC,K,K,1,5,1,2,0,1,1,1,VC,CVCC,1,3,V,V,F,1,acheln,paenultima
alt,ø,t,lt,alt,ralt,uralt,L,CL,LCL,ø,ø,ur,ur,u,ur,ura,ural,uralt,L,LC,LCL,ø,ø,12,6,6,6,-3,light,heavy,c,c,LC,L,?,?,C,?,L,L,2,3,1,2,0,0,2,1,VVC,VCC,0,2,A,A,F,1,uralt,paenultima
platz,ø,z,tz,atz,latz,platz,A,KA,CKA,CCKA,LCCKA,Steh,ø,S,St,Ste,Steh,Stehp,C,CC,CCL,CCLC,CCLCC,8,12,2,3,2,light,light,o,c,CCL,CCKA,CC,CC,?,A,L,K,4,5,0,1,2,2,2,1,CCVV,CCVC,1,3,N,VN,T,2,Stehplatz,paenultima
hend,ø,d,nd,end,hend,ehend,C,CC,KCC,LKCC,CLKCC,ste,ø,s,st,ste,steh,stehe,C,CC,CCL,CCLK,CCLKC,8,10,2,3,1,light,schwa,o,c,CCL,KCC,CC,?,?,CC,L,K,3,4,0,2,2,0,2,1,CCVV,VCC,1,2,A,ø,F,0,stehend,paenultima
dal,ø,l,al,dal,udal,eudal,C,LC,CLC,DCLC,CDCLC,feu,ø,f,fe,feu,feud,feuda,C,CD,CDC,CDCL,CDCLC,11,15,5,5,2,light,light,o,c,CD,CLC,C,C,?,C,D,L,3,3,0,1,1,1,2,2,CVV,CVVC,0,1,A,ø,F,0,feudal,ultima
dol,ø,l,ol,dol,Idol,ø,C,LC,CLC,KCLC,ø,I,ø,I,Id,Ido,Idol,ø,K,KC,KCL,KCLC,ø,8,11,8,3,2,light,light,c,c,K,CLC,?,C,?,C,K,L,1,3,1,1,0,1,1,2,VC,CVVC,1,1,N,N,T,1,Idol,ultima
gend,ø,d,nd,end,gend,ugend,C,CC,KCC,CKCC,LCKCC,Tu,ø,T,Tu,Tug,Tuge,Tugen,C,CL,CLC,CLCK,CLCKC,9,11,4,2,1,light,schwa,o,c,CL,CKCC,C,C,?,CC,L,K,2,4,0,2,1,1,2,1,CVV,CVCC,0,3,N,N,T,1,Tugend,paenultima
be,ø,e,be,rbe,arbe,harbe,K,CK,CCK,KCCK,CKCCK,Schar,ø,S,Sc,Sch,Scha,Schar,C,CK,CKC,CKCC,CKCCK,11,7,3,3,-2,light,schwa,c,o,CKC,CK,C,C,C,?,K,K,5,2,1,0,1,1,1,1,CVC,CV,2,1,N,N,T,1,Scharbe,paenultima
gen,ø,n,en,gen,ngen,angen,C,KC,CKC,KCKC,CKCKC,ban,ø,b,ba,ban,bang,bange,C,CK,CKC,CKCK,CKCKC,7,12,3,4,3,light,schwa,c,c,CK,CKC,C,C,?,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,V,V,F,1,bangen,paenultima
bild,ø,d,ld,ild,bild,sbild,C,CC,KCC,CKCC,CCKCC,Wachs,ø,W,Wa,Wac,Wach,Wachs,C,CK,CKC,CKCC,CKCCC,9,14,2,3,3,heavy,heavy,c,c,CKCC,CKCC,C,C,CC,CC,K,K,5,4,2,2,1,1,1,1,CVCC,CVCC,3,3,N,NN,T,2,Wachsbild,paenultima
len,ø,n,en,len,llen,allen,C,KC,CKC,KCKC,CKCKC,knal,ø,k,kn,kna,knal,knall,C,CC,CCK,CCKC,CCKCK,10,13,3,4,2,light,schwa,c,c,CCK,CKC,CC,C,?,C,K,K,4,3,1,1,2,1,1,1,CCVC,CVC,3,2,V,V,F,1,knallen,paenultima
fe,ø,e,fe,pfe,apfe,tapfe,K,AK,KAK,CKAK,CCKAK,Stap,ø,S,St,Sta,Stap,Stapf,C,CC,CCK,CCKA,CCKAK,8,7,2,3,0,light,schwa,c,o,CCK,AK,CC,A,?,?,K,K,4,2,1,0,2,1,1,1,CCVC,CV,3,1,N,V,T,1,Stapfe,paenultima
ler,ler,r,er,ler,tler,ttler,C,KC,CKC,CCKC,KCCKC,Bett,ø,B,Be,Bet,Bett,Bettl,C,CK,CKC,CKCC,CKCCK,7,15,3,3,4,light,schwa,c,c,CK,CCKC,C,CC,?,C,K,K,4,3,1,1,1,2,1,1,CVC,CCVC,2,3,N,V,T,1,Bettler,paenultima
list,ø,t,st,ist,list,llist,C,CC,KCC,CKCC,KCKCC,Cel,ø,C,Ce,Cel,Cell,Celli,A,AK,AKC,AKCK,AKCKC,7,14,3,3,4,light,heavy,c,c,AK,CKCC,A,C,?,CC,K,K,3,4,1,2,1,1,1,1,CVC,CVCC,2,3,N,N,T,1,Cellist,ultima
cheln,ø,n,ln,eln,heln,cheln,C,CC,KCC,CKCC,KCKCC,pi,ø,p,pi,pic,pich,piche,C,CK,CKC,CKCK,CKCKC,9,14,4,3,3,light,schwa,c,c,CK,CKCC,C,C,?,CC,K,K,2,5,1,2,1,1,1,1,CVC,CVCC,2,3,V,V,F,1,picheln,paenultima
haft,ø,t,ft,aft,haft,zhaft,C,CC,KCC,CKCC,ACKCC,scherz,ø,s,sc,sch,sche,scher,C,CK,CKC,CKCA,CKCAC,12,9,3,2,-1,heavy,heavy,c,c,CKCA,CKCC,C,C,CA,CC,K,K,6,4,2,2,1,1,1,1,CVCC,CVCC,3,3,A,N,F,1,scherzhaft,paenultima
ben,ø,n,en,ben,aben,raben,C,KC,CKC,LCKC,CLCKC,Gra,ø,G,Gr,Gra,Grab,Grabe,C,CC,CCL,CCLC,CCLCK,15,10,5,3,-2,light,schwa,o,c,CCL,CKC,CC,C,?,C,L,K,3,3,0,1,2,1,2,1,CCVV,CVC,1,2,N,N,T,1,Graben,paenultima
3l,ø,l,el,oel,soel,psoel,C,LC,CLC,CCLC,KCCLC,Raps,ø,R,Ra,Rap,Raps,Rapso,C,CK,CKC,CKCC,CKCCL,12,10,3,5,-1,heavy,light,c,c,CKCC,LC,C,?,CC,C,K,L,4,2,2,1,1,0,1,2,CVCC,VVC,3,0,N,NN,T,2,Rapsoel,paenultima
ge,ø,e,ge,ege,uege,Luege,K,CK,LCK,CLCK,ø,L2,ø,L,Lu,Lue,Lueg,Luege,C,CL,CLC,CLCK,ø,12,7,6,3,-2,light,schwa,o,o,CL,CK,C,C,?,?,L,K,2,2,0,0,1,1,2,1,CVV,CV,0,1,N,V,T,1,Luege,paenultima
her,ø,r,er,her,oher,woher,C,LC,CLC,LCLC,CLCLC,wo,ø,w,wo,woh,wohe,woher,C,CL,CLC,CLCL,CLCLC,7,11,3,3,2,light,light,o,c,CL,CLC,C,C,?,C,L,L,2,3,0,1,1,1,2,2,CVV,CVVC,0,1,ADV,ø,F,2,woher,ultima
junkt,ø,t,kt,nkt,unkt,junkt,C,CC,CCC,KCCC,CKCCC,Ad,ø,A,Ad,Adj,Adju,Adjun,K,KC,KCC,KCCK,KCCKC,7,19,3,3,6,light,heavy,c,c,KC,CKCCC,?,C,C,CCC,K,K,2,5,1,3,0,1,1,1,VC,CVCCC,1,4,N,ø,T,0,Adjunkt,ultima
lich,ø,h,ch,ich,lich,dlich,C,KC,CKC,CCKC,CCCKC,sch1nd,ø,s,sc,sch,scha,schae,C,CK,CKC,CKCC,CKCCC,11,13,2,4,1,heavy,light,c,c,CKCC,CKC,C,C,CC,C,K,K,6,4,2,1,1,1,1,1,CVCC,CVC,3,2,A,N,F,1,schaendlich,paenultima
nach,ø,h,ch,ach,nach,anach,C,LC,CLC,LCLC,CLCLC,da,ø,d,da,dan,dana,danac,C,CL,CLC,CLCL,CLCLC,11,14,5,4,2,light,light,o,c,CL,CLC,C,C,?,C,L,L,2,4,0,1,1,1,2,2,CVV,CVVC,0,1,ADV,ø,F,2,danach,ultima
nigst,ø,t,st,gst,igst,nigst,C,CC,CCC,KCCC,CKCCC,in,ø,i,in,inn,inni,innig,K,KC,KCK,KCKC,KCKCC,8,14,8,2,3,light,heavy,c,c,K,CKCCC,?,C,?,CCC,K,K,2,5,1,3,0,1,1,1,VC,CVCCC,1,4,A,F,F,1,innigst,paenultima
ben,ø,n,en,ben,eben,reben,C,KC,CKC,LCKC,CLCKC,stre,ø,s,st,str,stre,streb,C,CC,CCC,CCCL,CCCLC,12,10,3,3,-1,light,schwa,o,c,CCCL,CKC,CCC,C,?,C,L,K,4,3,0,1,3,1,2,1,CCCVV,CVC,1,2,V,V,F,1,streben,paenultima
frucht,ø,t,ht,cht,ucht,rucht,C,CC,LCC,CLCC,CCLCC,Stein,ø,S,St,Ste,Stei,Stein,C,CC,CCD,CCDC,CCDCC,15,15,3,3,0,light,heavy,c,c,CCDC,CCLCC,CC,CC,C,CC,D,L,5,6,1,2,2,2,2,2,CCVVC,CCVVCC,1,2,N,NN,T,2,Steinfrucht,paenultima
pel,ø,l,el,pel,mpel,empel,C,KC,CKC,CCKC,KCCKC,Tem,ø,T,Te,Tem,Temp,Tempe,C,CK,CKC,CKCC,CKCCK,10,11,3,3,1,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,ø,T,0,Tempel,paenultima
gern,ø,n,rn,ern,gern,ggern,C,CC,KCC,CKCC,KCKCC,bag,ø,b,ba,bag,bagg,bagge,C,CK,CKC,CKCK,CKCKC,7,14,3,3,4,light,schwa,c,c,CK,CKCC,C,C,?,CC,K,K,3,4,1,2,1,1,1,1,CVC,CVCC,2,3,V,N,F,1,baggern,paenultima
reich,ø,h,ch,ich,eich,reich,C,DC,CDC,DCDC,CDCDC,neu,ø,n,ne,neu,neur,neure,C,CD,CDC,CDCD,CDCDC,13,15,6,5,1,light,light,o,c,CD,CDC,C,C,?,C,D,D,3,5,0,1,1,1,2,2,CVV,CVVC,0,1,A,AA,F,2,neureich,paenultima
schrift,ø,t,ft,ift,rift,hrift,C,CC,KCC,CKCC,CCKCC,Rein,ø,R,Re,Rei,Rein,Reins,C,CD,CDC,CDCC,CDCCC,17,15,5,3,-1,light,heavy,c,c,CDC,CCKCC,C,CC,C,CC,D,K,4,7,1,2,1,2,2,1,CVVC,CCVCC,1,4,N,AN,T,2,Reinschrift,paenultima
fen,ø,n,en,fen,pfen,upfen,C,KC,AKC,KAKC,CKAKC,rup,ø,r,ru,rup,rupf,rupfe,C,CK,CKA,CKAK,CKAKC,12,10,6,3,-1,light,schwa,c,c,CK,AKC,C,A,?,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,V,V,F,1,rupfen,paenultima
trennt,ø,t,nt,nnt,ennt,rennt,C,CC,KCC,CKCC,CCKCC,durch,durch,d,du,dur,durc,durch,C,CK,CKC,CKCC,CKCCC,14,15,3,3,1,heavy,heavy,c,c,CKCC,CCKCC,C,CC,CC,CC,K,K,5,6,2,2,1,2,1,1,CVCC,CCVCC,3,4,A,F,F,1,durchtrennt,paenultima
kunst,ø,t,st,nst,unst,kunst,C,CC,CCC,KCCC,CKCCC,Koch,ø,K,Ko,Koc,Koch,Kochk,C,CK,CKC,CKCC,CKCCK,8,14,2,2,3,light,heavy,c,c,CKC,CKCCC,C,C,C,CCC,K,K,4,5,1,3,1,1,1,1,CVC,CVCCC,2,4,N,VN,T,2,Kochkunst,paenultima
bar,bar,r,ar,bar,ubar,aubar,C,LC,CLC,DCLC,CDCLC,schau,ø,s,sc,sch,scha,schau,C,CD,CDC,CDCL,CDCLC,11,15,5,5,2,light,light,o,c,CD,CLC,C,C,?,C,D,L,5,3,0,1,1,1,2,2,CVV,CVVC,0,1,A,V,F,1,schaubar,paenultima
stig,ø,g,ig,tig,stig,istig,C,KC,CKC,CCKC,DCCKC,gei,ø,g,ge,gei,geis,geist,C,CD,CDC,CDCC,CDCCK,12,10,4,3,-1,light,light,c,c,CDC,CKC,C,C,C,C,D,K,3,4,1,1,1,1,2,1,CVVC,CVC,1,2,A,N,F,1,geistig,paenultima
los,los,s,os,los,tlos,htlos,C,LC,CLC,CCLC,CCCLC,licht,ø,l,li,lic,lich,licht,C,CK,CKC,CKCC,CKCCC,14,11,3,3,-1,heavy,light,c,c,CKCC,CLC,C,C,CC,C,K,L,5,3,2,1,1,1,1,2,CVCC,CVVC,3,1,A,N,F,1,lichtlos,paenultima
zen,ø,n,en,zen,nzen,enzen,C,KC,AKC,CAKC,KCAKC,tren,ø,t,tr,tre,tren,trenz,C,CC,CCK,CCKC,CCKCA,14,10,3,3,-2,light,schwa,c,c,CCKC,AKC,CC,A,C,C,K,K,4,3,1,1,2,1,1,1,CCVC,CVC,3,2,V,V,F,1,trenzen,paenultima
werk,ø,k,rk,erk,werk,zwerk,C,CC,KCC,CKCC,ACKCC,Netz,ø,N,Ne,Net,Netz,Netzw,C,CK,CKA,CKAC,CKACK,10,12,3,3,1,light,heavy,c,c,CKA,CKCC,C,C,A,CC,K,K,4,4,1,2,1,1,1,1,CVC,CVCC,2,3,N,NN,T,2,Netzwerk,paenultima
zen,ø,n,en,zen,lzen,alzen,C,KC,AKC,CAKC,KCAKC,sal,ø,s,sa,sal,salz,salze,C,CK,CKC,CKCA,CKCAK,11,10,3,3,0,light,schwa,c,c,CKC,AKC,C,A,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,V,N,F,1,salzen,paenultima
wart,ø,t,rt,art,wart,swart,C,CC,KCC,CKCC,CCKCC,Haus,ø,H,Ha,Hau,Haus,Hausw,C,CD,CDC,CDCC,CDCCK,12,12,4,3,0,light,heavy,c,c,CDC,CKCC,C,C,C,CC,D,K,4,4,1,2,1,1,2,1,CVVC,CVCC,1,3,N,NN,T,2,Hauswart,paenultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,CCCKC,Schank,ø,S,Sc,Sch,Scha,Schan,C,CK,CKC,CKCC,CKCCC,11,10,2,3,0,heavy,light,c,c,CKCC,CKC,C,C,CC,C,K,K,6,5,2,1,1,1,1,1,CVCC,CVC,3,2,N,NN,T,2,Schanktisch,paenultima
wald,ø,d,ld,ald,wald,zwald,L,CL,ACL,CACL,KCACL,Schwarz,ø,S,Sc,Sch,Schw,Schwa,C,CC,CCK,CCKC,CCKCA,13,7,2,3,-3,heavy,heavy,c,c,CCKCA,CL,CC,C,CA,?,K,L,7,4,2,2,2,1,1,1,CCVCC,CVCC,4,3,N,AN,T,2,Schwarzwald,paenultima
ter,ø,r,er,ter,lter,alter,C,KC,CKC,CCKC,KCCKC,Schal,ø,S,Sc,Sch,Scha,Schal,C,CK,CKC,CKCC,CKCCK,11,11,3,3,0,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,5,3,1,1,1,1,1,1,CVC,CVC,2,2,N,V,T,1,Schalter,paenultima
hirn,ø,n,rn,irn,hirn,ehirn,C,CC,KCC,CKCC,KCKCC,Ge,ø,G,Ge,Geh,Gehi,Gehir,C,CK,CKC,CKCK,CKCKC,7,16,3,4,5,schwa,heavy,o,c,CK,CKCC,C,C,?,CC,K,K,2,4,0,2,1,1,1,1,CV,CVCC,1,3,N,N,T,1,Gehirn,ultima
bar,bar,r,ar,bar,sbar,ssbar,C,LC,CLC,CCLC,LCCLC,schlie$,ø,s,sc,sch,schl,schli,C,CC,CCL,CCLC,CCLCC,14,15,3,5,1,light,light,c,c,CCLC,CLC,CC,C,C,C,L,L,7,3,1,1,2,1,2,2,CCVVC,CVVC,1,1,A,V,F,1,schliessbar,paenultima
bar,bar,r,ar,bar,sbar,ssbar,C,LC,CLC,CCLC,LCCLC,fl3$,ø,f,fl,flo,floe,floes,C,CC,CCL,CCLC,CCLCC,12,15,3,5,2,light,light,c,c,CCLC,CLC,CC,C,C,C,L,L,4,3,1,1,2,1,2,2,CCVVC,CVVC,1,1,A,V,F,1,floessbar,paenultima
ken,ø,n,en,ken,nken,unken,C,KC,CKC,CCKC,KCCKC,prun,ø,p,pr,pru,prun,prunk,C,CC,CCK,CCKC,CCKCC,16,10,4,3,-3,light,schwa,c,c,CCKC,CKC,CC,C,C,C,K,K,4,3,1,1,2,1,1,1,CCVC,CVC,3,2,V,N,F,1,prunken,paenultima
